Review,date,Location,CompoundScore,Sentiment
所有一切我都满意只有对一个女员工的服务态度极其不满意她有种族歧视还有就是他们运作模式有问题我本来入住时间是天这天的钱我是在网上付的信用卡然后我在入住后的第二天到他们的前台和他们说我想在多住一天他们说可以只要在付这一天的钱就可以了于是我就当场付了现金给他们但是当我退房的时候前台的工作人员告诉我说他在电脑系统里没有看到我付的最后一天的钱我对他们说钱我是付了你们可以去查看监控系统我告诉他我当时付现金给那位小姐的日期时间于是他们说他们会调查清楚这件事情我真的很不开心希望他们可以给我个说法,2019-07-04,ny,0.0,0
staff realli friendli understand room nice comfi,2019-07-04,Irvine,0.4215,1
like properti staff accommod room build could littl cleaner pool pool area real nice local intern drive area conveni store walk distanc,2019-07-04,"Long Island, NY",0.7184,1
love pillow bed slept comfort enjoy room,2019-07-03,"Tampa, FL",0.872,1
hotel realli realli realli old also look like clean room got smallest room ive ever life felt cram realli enjoy stay ask new towel never came two night row like locat close madison squar garden would stay sorri,2019-07-03,"Toronto, Canada",0.872,1
disappoint stay properti clearli poorli manag chines manag evid everi respect exampl arriv bed room avail sinc properti manag guest hotel regist taken room anoth given key eneterd room occupi unregist guest discov chang room disappoint kid new room dirti bedsheet toilet paper door lock function nice given somebodi mayb issu key occupi roon happend next day return room room done call recept requir go get key anoth room extrem disappoint forc chang room way stay room sunc would make therefor kid move anoth room time bed new room phone work summari poorli manag properti lot staff chines well speek littl broken english keep properti chines hoteleri standard,2019-07-03,"Houston,TX",-0.4939,0
felt staff accommod help properti nice look like could wyndham definit feel place busi peopl howev us travel work normal peopl uniqu socal disney touch would given place uniqu feel,2019-07-03,Seattle,0.7906,1
horribl servic tight space poor condit ac function,2019-07-02,Miami,-0.4767,0
room small appreci staff deal custom time year busi werent help request chang room chang room time one move smelli luggag storag cost per case money suck pay servic realli complimentari,2019-07-02,London,-0.6765,0
super help staff conveni attract,2019-07-02,N.Y.,0.8442,1
paid breakfast room year old son book everyth expedia receiv voucher say paid guest disappoint pay provid voucher day son could eat breakfast everi morn never use pool amen charg approxim day didnt need wifi pool love hotel though staff polit friendli profession nake everyon feel welcom love staff gatorvil,2019-07-02,New Jersey,0.743,1
nan,2019-07-01,Maryland has,0.0,0
noth noth els say ok noth special,2019-07-01,Sacramento CA. 95838,0.5994,1
properri within walm distanc shop restaur properti outdat amen nonexist reason resort fee noth provid internet extrem slow ground dirti ugli dead flower dirti paver noth say wow dissappoint properti much potenti,2019-07-01,Coconut creek,-0.128,0
great roomfair price close everyth see nyc,2019-06-29,Baltimore,0.6249,1
never life go hotel abl check till pm room wasnt readi line check horribl long enough peopl work room bottom floor corner view dumpster room enough outlet charg phone devic outlet odd place,2019-06-29,"Miami Beach, Florida",-0.4404,0
ground beauti pool nice staff great close lot restaur walgreen starbuck room okay like pictur,2019-06-29,Chicago,0.8834,1
check quick walk sky ridg disney spe,2019-06-28,South Miami,0.0,0
clean nice staff comfort bed good locat,2019-06-28,Seattle,0.872,1
gross felt dirti stay facad build except howev interior need seriou facelift,2019-06-27,Montreal,-0.4767,0
super clean great staff great locat dont anyth bad say new yorker place stay whilst ny,2019-06-27,Glasgow,0.9562,1
great properti guest servic staff especi samira hel,2019-06-27,Marrakech,0.6249,1
breakfast excel room tini tini park situat weird,2019-06-27,Amesbury,0.3182,1
staff help friendli given free room upgrad discount facilit fee also abl check earlier normal love old time classi hotel full histori modern amen comfi bed side nois traffic hey central new york bring ear plug turn air con siren horn new yorker seem love use excess n great citi friendli help peopl get book enjoy,2019-06-26,Belfast Northern Ireland,0.9761,1
plenti option activ famili dont includ park trip stand alon fun,2019-06-25,"Indianapolis, IN",0.5106,1
close disney next disney spring work great us,2019-06-25,Ohio,0.6249,1
beauti resort seen firework everi night,2019-06-24,"Brooklyn, NY",0.0,0
like staff friendli properti whole love realli like fact abl spend time wyndham vacat properti enjoy lazi river facil return,2019-06-24,Tampa,0.9081,1
room small view us amaz guest laundri great locat recommend tey butcher banker restraunt close amtrak station subway,2019-06-24,yakima wa,0.765,1
place market hotel realiti motel nice lobbi clean see age properti book base pictur disappoint,2019-06-24,Ft. Lauderdale,0.4215,1
expect mayb next time dont check hotel,2019-06-23,Virginia,0.0,0
die lage ist top penn station ist direkt gegenüb da hotel ist etwa älter hat aber charm viel touistenattaktionen sind gut zu fuß erreichbar viel einkaufsmöglichkeiten unmittelbar nähe je nach zimmergröß genügend platz für zwei personen der endpreisist immer höher da divers steuern und nicht enthalten leistungen zimmermädchen noch extra berechnet werden aber für hiesig verhältniss gute preisleistungsverhältniskann man empfehlen,2019-06-23,Stuttgart,-0.1027,0
good locat great pool staff friendli,2019-06-22,Tampa,0.7906,1
relación de precio ubicación habitación excelent aunqu por fuera el hotel tenga mucho aspecto lo cuarto en sí son como lo de un hotel de estrella sin tanta cosa quedado en mucho hotel en ny éste es muy bueno en comparación sin pagar el tripl ademá está en el chinatown encanta toda la comida china hay para todo lo gusto también estando cerca de littl itali sea para comer visitar genial el subt está poca cuadra también,2019-06-21,Boston,-0.6597,0
posit love art deco style hotel retain lobbycommon area staff friendli help minim delay checkin checkout process despit queue bed extrem comfort neg toilet bedroom clog result backflow attend promptli shower head evenli distribut water water temperatur never got beyond lukewarm even run sever minut bathroom hallway particular look date,2019-06-21,Nairobi,0.7964,1
great staff great locat bedroom smaller nyc still good size date insid actual room anticip nonetheless good experi would consid,2019-06-21,Oregon,0.9325,1
realli like pool locat build stay look realli outdat need light,2019-06-21,Miami,0.3612,1
view comfort bed locat staff super friendli,2019-06-20,Montreal,0.7506,1
great locat everyth room bit small queen mattress felt like full extra charg earli check charg late check didnt mind pay due hour flight disturb sign place door housekeep would knock door open knock coupl time,2019-06-20,San Pedro,0.6365,1
extra per day park fee top dlr resort fee,2019-06-20,"Lutz, Fl",0.2023,1
closet bathroom sutiabl person bed without bedspread therefor dust bed clean room poor room money,2019-06-19,Lake Buena VistaI,-0.1027,0
locat good easi min walk broadway lot construct block hotel surround area felt dirti littl scari,2019-06-19,International,0.0,0
pool wonder room beauti decor bed perfect hard soft pillow comfort dont feel like your cran neck resort good locat easi get especi like plug phone right next bed that huge plu,2019-06-18,Utah,0.777,1
excess fee hidden expedia park fee easili overlook resort fee drove actual cost hotel extra per night hotel fault make price end cost put bold hidden atbth end drip menu decept expedia part cost busi forev sneaki busi practic fool other im sure,2019-06-18,"Key Largo, Florida",-0.1779,0
die lage ist hervorragend wir hatten zu ein famili suit gebucht die hätte etwa grösser sein können da bad war sehr klein,2019-06-17,Ulm,-0.9451,0
minut walk disney spring buss disney park great build pool area outdat,2019-06-17,Palm Beach,0.6249,1
room fine bedspread stain otherwis room seem clean,2019-06-17,Long Beach,0.5423,1
サンノゼ国際空港まで近くて送迎もあり便利ですね,2019-06-15,大阪,0.0,0
great visit kid love bunk bed famili suit everyth great love hotel neg bathroom small peopl share shuttl pick disney park came soon park close dont time get shuttl unless want skip firework show end night,2019-06-14,Mission Viejo,0.9643,1
excel locat clean safe room big dont spend time room anyway,2019-06-14,"Brampton, ON, CA",0.8225,1
great locat short walk disney spring properti connect ds bridg room alway nice clean pool awesom,2019-06-14,"Savannah, GA",0.8625,1
great locat amaz ammen lot pool hang area drink food main restaur hotel great definit come back,2019-06-13,Vancouver,0.8481,1
lo mejor la vista lo peor lo baño pequeño su falta de mantenimiento,2019-06-12,Guadalajara,0.0,0
hotel clean great locat small room,2019-06-12,"Toronto, Ontario, Canada",0.7783,1
stay night check inout pleasant quick would suggest air room seem bit stuffi id stay,2019-06-12,Tampa,0.5106,1
locat excel easi sna drive distanc district food drink shop clean quiet comfort,2019-06-11,Las Vegas,0.802,1
didnt clean sheet remad bed also didnt clean bathroom empti trash gave new towel,2019-06-11,Georgia,-0.5448,0
locat close chinatown conveni room rate reason,2019-06-10,Hongkong,0.0,0
